행정구역,2026년02월_계_총인구수,2026년02월_계_연령구간인구수,2026년02월_계_0~9세,2026년02월_계_10~19세,2026년02월_계_20~29세,2026년02월_계_30~39세,2026년02월_계_40~49세,2026년02월_계_50~59세,2026년02월_계_60~69세,2026년02월_계_70~79세,2026년02월_계_80~89세,2026년02월_계_90~99세,2026년02월_계_100세 이상
광주광역시 광산구 송정2동(2920052500),"5,830","5,830",245,286,695,822,679,958,919,784,392,48,2
광주광역시 광산구 도산동(2920054000),"13,880","13,880",871,"1,320","1,693","1,691","2,121","2,584","1,883","1,127",520,67,3
광주광역시 광산구 신흥동(2920055000),"3,946","3,946",173,339,415,395,491,697,680,487,232,36,1
광주광역시 광산구 어룡동(2920056500),"36,382","36,382","3,362","4,012","4,018","5,924","6,551","5,720","4,048","1,853",764,122,8
광주광역시 광산구 우산동(2920058000),"27,734","27,734","1,989","1,997","3,016","4,445","3,935","4,897","4,378","1,987",894,193,3
광주광역시 광산구 월곡1동(2920060000),"9,122","9,122",404,780,"1,155","1,047","1,083","1,766","1,782",753,293,58,1
광주광역시 광산구 월곡2동(2920061000),"13,880","13,880",643,"1,442","1,754","1,534","1,926","2,936","2,225",961,412,47,0
광주광역시 광산구 비아동(2920062000),"7,111","7,111",411,751,748,679,"1,162","1,532","1,074",473,232,49,0
광주광역시 광산구 첨단1동(2920062400),"27,223","27,223","1,669","2,922","3,974","4,014","3,716","5,411","3,882","1,040",484,107,4
광주광역시 광산구 첨단2동(2920062600),"40,480","40,480","2,402","4,533","6,572","6,012","6,187","7,990","4,548","1,440",670,125,1
광주광역시 광산구 신가동(2920063000),"18,357","18,357","1,433","2,625","2,429","2,028","3,289","3,807","1,675",740,296,35,0
광주광역시 광산구 운남동(2920063500),"28,060","28,060","1,587","3,195","3,630","3,360","4,462","5,687","3,636","1,533",822,147,1
광주광역시 광산구 수완동(2920063700),"72,635","72,635","5,707","13,202","9,294","7,516","14,821","13,416","5,557","2,254",758,106,4
광주광역시 광산구 하남동(2920064000),"26,733","26,733","2,119","3,434","3,502","3,803","5,031","4,652","2,840",953,331,67,1
광주광역시 광산구 임곡동(2920065000),"1,833","1,833",31,89,72,109,113,304,469,346,234,63,3
광주광역시 광산구 동곡동(2920066000),"1,566","1,566",22,50,91,84,126,240,397,310,207,39,0
광주광역시 광산구 평동(2920067000),"4,910","4,910",217,204,433,662,602,811,927,645,352,54,3
광주광역시 광산구 삼도동(2920068000),"2,014","2,014",27,98,89,113,149,302,504,406,273,53,0
광주광역시 광산구 본량동(2920069000),"1,785","1,785",18,60,76,84,153,305,409,310,307,62,1
광주광역시 광산구 신창동(2920070000),"32,989","32,989","2,348","4,717","4,830","4,125","6,207","6,393","2,706","1,097",482,84,0
대전광역시  (3000000000),"1,441,405","1,441,405","86,163","136,079","186,571","194,721","208,398","242,831","208,930","117,115","51,449","8,936",212
대전광역시 동구 (3011000000),"218,169","218,169","10,920","18,551","27,579","25,185","29,030","36,319","35,224","22,816","10,816","1,693",36
대전광역시 동구 중앙동(3011051500),"3,296","3,296",52,87,206,261,291,530,845,652,318,54,0
대전광역시 동구 효동(3011053000),"29,253","29,253","2,571","3,459","2,649","4,224","4,967","4,753","3,446","2,163",877,140,4
대전광역시 동구 신인동(3011054500),"14,684","14,684","1,033","1,064","1,317","2,222","2,030","2,405","2,237","1,598",673,103,2
대전광역시 동구 판암1동(3011055100),"11,633","11,633",501,773,"1,100","1,258","1,395","1,995","2,235","1,415",786,171,4
대전광역시 동구 판암2동(3011055200),"7,613","7,613",122,272,482,613,708,"1,175","1,836","1,480",797,128,0
대전광역시 동구 용운동(3011056000),"20,735","20,735","1,207","1,654","3,169","2,679","2,629","3,446","3,308","1,804",729,108,2
대전광역시 동구 대동(3011058500),"13,296","13,296",864,"1,469","1,342","1,431","2,045","2,225","1,980","1,213",632,90,5
대전광역시 동구 자양동(3011059000),"10,566","10,566",195,959,"2,980",940,929,"1,427","1,530","1,023",510,72,1
대전광역시 동구 가양1동(3011062000),"12,645","12,645",396,"1,010","1,746","1,133","1,585","2,224","2,235","1,485",732,98,1
대전광역시 동구 가양2동(3011063000),"17,906","17,906",602,"1,500","2,782","1,862","2,190","3,151","3,053","1,832",827,105,2
대전광역시 동구 용전동(3011064000),"19,574","19,574",600,"1,310","3,687","2,772","2,605","3,256","2,826","1,639",775,100,4
대전광역시 동구 성남동(3011066500),"10,326","10,326",483,738,995,"1,021","1,349","1,764","1,937","1,284",651,101,3
대전광역시 동구 홍도동(3011067000),"10,745","10,745",365,690,"2,065","1,299","1,229","1,739","1,787","1,023",470,78,0
대전광역시 동구 삼성동(3011069500),"12,910","12,910",530,941,"1,108","1,306","1,608","2,281","2,399","1,752",848,136,1
대전광역시 동구 대청동(3011072500),"2,086","2,086",29,89,125,118,140,338,565,397,236,48,1
대전광역시 동구 산내동(3011074000),"20,901","20,901","1,370","2,536","1,826","2,046","3,330","3,610","3,005","2,056",955,161,6
대전광역시 중구 (3014000000),"225,250","225,250","11,649","19,454","25,057","26,241","30,800","38,666","35,500","24,194","11,681","1,961",47
대전광역시 중구 은행선화동(3014053500),"24,095","24,095","2,522","1,978","2,888","4,589","4,128","3,373","2,495","1,422",584,110,6
대전광역시 중구 목동(3014055000),"17,334","17,334","1,605","2,717","1,797","2,164","3,214","2,895","1,548",897,417,76,4
대전광역시 중구 중촌동(3014056000),"14,921","14,921","1,006","1,079","1,432","2,204","2,084","2,526","2,274","1,492",712,111,1
대전광역시 중구 대흥동(3014057500),"12,131","12,131",478,988,"2,125","1,718","1,662","1,821","1,662","1,093",486,95,3
대전광역시 중구 문창동(3014060500),"4,090","4,090",106,229,326,324,434,719,890,610,381,69,2
대전광역시 중구 석교동(3014062000),"13,519","13,519",301,814,"1,186","1,156","1,457","2,344","2,988","2,124","1,007",138,4
대전광역시 중구 대사동(3014063000),"5,136","5,136",108,213,886,664,449,753,946,636,415,66,0
대전광역시 중구 부사동(3014064000),"5,823","5,823",159,346,509,523,628,"1,040","1,228",910,412,64,4
대전광역시 중구 용두동(3014065500),"9,743","9,743",472,689,"1,634","1,556","1,314","1,521","1,136",834,525,60,2
대전광역시 중구 오류동(3014067000),"9,765","9,765",428,595,"1,178","1,281","1,177","1,688","1,553","1,098",630,135,2
대전광역시 중구 태평1동(3014068000),"12,013","12,013",617,"1,270","1,242","1,117","1,873","2,264","1,728","1,230",586,84,2
대전광역시 중구 태평2동(3014069000),"23,262","23,262","1,135","2,479","2,386","1,842","3,139","4,444","3,649","2,697","1,248",237,6
대전광역시 중구 유천1동(3014070000),"5,724","5,724",181,258,563,769,741,992,"1,129",726,303,61,1
대전광역시 중구 유천2동(3014071000),"12,420","12,420",435,863,"1,326","1,372","1,481","2,007","2,209","1,739",843,140,5
대전광역시 중구 문화1동(3014072000),"20,048","20,048","1,094","2,414","2,391","1,807","2,957","3,628","2,705","1,899",996,153,4
대전광역시 중구 문화2동(3014073000),"10,974","10,974",281,758,982,"1,047","1,228","2,040","2,235","1,429",818,156,0
대전광역시 중구 산성동(3014074000),"24,252","24,252",721,"1,764","2,206","2,108","2,834","4,611","5,125","3,358","1,318",206,1
대전광역시 서구 (3017000000),"463,863","463,863","27,509","46,181","63,222","65,370","69,272","77,181","63,844","34,433","14,255","2,536",60
대전광역시 서구 복수동(3017051000),"20,859","20,859","1,235","2,670","2,514","2,062","3,250","3,982","2,728","1,675",645,93,5
대전광역시 서구 도마1동(3017052000),"17,868","17,868",999,"1,149","2,585","2,353","2,104","2,685","3,028","2,002",838,121,4
대전광역시 서구 도마2동(3017053000),"19,199","19,199","1,105","1,381","2,184","2,447","2,411","3,111","3,259","2,243",902,151,5
대전광역시 서구 정림동(3017053500),"14,503","14,503",577,"1,172","1,314","1,358","1,733","2,571","3,147","1,736",747,147,1
대전광역시 서구 변동(3017054000),"12,186","12,186",482,865,"1,207","1,367","1,581","2,141","2,361","1,445",633,102,2
대전광역시 서구 용문동(3017055000),"19,119","19,119","1,414","1,262","2,679","3,801","2,863","2,862","2,157","1,362",606,111,2
대전광역시 서구 탄방동(3017055500),"31,081","31,081","1,915","2,738","5,052","5,880","4,866","4,788","3,463","1,589",673,114,3
대전광역시 서구 괴정동(3017056000),"18,025","18,025",570,"1,190","4,030","3,643","2,482","2,488","1,927","1,162",463,68,2
대전광역시 서구 가장동(3017057000),"10,331","10,331",442,870,"1,190","1,165","1,396","1,811","1,657","1,180",535,84,1
대전광역시 서구 내동(3017057500),"21,556","21,556","1,063","2,213","2,451","2,284","3,110","3,805","3,448","2,134",914,131,3
대전광역시 서구 갈마1동(3017058100),"20,545","20,545",636,"1,304","3,912","3,432","2,641","3,132","3,118","1,662",593,111,4
대전광역시 서구 갈마2동(3017058200),"22,992","22,992",811,"1,569","4,675","4,332","3,076","3,643","3,043","1,288",476,79,0
대전광역시 서구 월평1동(3017058600),"10,988","10,988",241,483,"2,790","2,097","1,253","1,614","1,447",714,297,51,1
대전광역시 서구 월평2동(3017058700),"13,183","13,183",529,"1,068","1,293","1,354","1,500","2,289","2,644","1,550",773,177,6
대전광역시 서구 월평3동(3017058800),"19,729","19,729","1,256","2,262","2,003","2,401","2,857","3,346","3,506","1,468",518,112,0
대전광역시 서구 가수원동(3017059000),"9,863","9,863",338,820,969,"1,016","1,188","1,773","1,944","1,198",532,81,4
대전광역시 서구 도안동(3017059300),"36,414","36,414","4,257","5,348","4,138","5,465","7,442","5,247","3,035","1,138",293,51,0
대전광역시 서구 관저1동(3017059600),"14,347","14,347",733,"1,376","2,334","1,878","1,817","2,542","2,152",959,468,86,2
대전광역시 서구 관저2동(3017059700),"47,137","47,137","3,705","6,024","5,884","6,409","8,224","8,549","5,012","2,260",887,181,2
대전광역시 서구 기성동(3017060000),"3,220","3,220",57,118,164,204,293,524,772,581,401,102,4
대전광역시 서구 둔산1동(3017063000),"16,262","16,262","1,315","3,285","1,332","1,139","3,631","2,799","1,352",917,426,66,0
대전광역시 서구 둔산2동(3017064000),"33,969","33,969","2,354","3,359","4,335","5,674","5,118","6,115","4,372","1,859",656,125,2
대전광역시 서구 만년동(3017065000),"11,912","11,912",586,"1,028","2,110","2,084","1,500","2,052","1,653",601,249,48,1
대전광역시 서구 둔산3동(3017066000),"18,575","18,575",889,"2,627","2,077","1,525","2,936","3,312","2,619","1,710",730,144,6
대전광역시 유성구 (3020000000),"369,113","369,113","28,622","38,599","52,077","58,497","58,207","58,955","44,620","20,024","7,857","1,614",41
대전광역시 유성구 진잠동(3020052000),"24,907","24,907","1,280","2,183","2,939","3,123","3,469","4,844","3,957","2,007",917,181,7
대전광역시 유성구 학하동(3020052600),"19,669","19,669","1,681","1,661","3,025","3,103","2,961","2,881","2,916","1,051",299,90,1
대전광역시 유성구 상대동(3020052700),"24,923","24,923","2,470","3,665","2,213","2,927","4,733","4,229","3,069","1,175",363,77,2
대전광역시 유성구 온천1동(3020053000),"26,638","26,638",609,869,"6,337","5,804","2,949","3,677","3,576","1,832",848,132,5
대전광역시 유성구 온천2동(3020054000),"40,581","40,581","2,494","3,203","9,961","5,929","5,074","5,273","5,101","2,472",877,193,4
대전광역시 유성구 노은1동(3020054600),"20,614","20,614","1,417","2,701","2,476","3,094","3,389","3,596","2,166","1,169",506,95,5
대전광역시 유성구 노은2동(3020054700),"23,047","23,047","1,457","2,920","2,716","2,728","3,702","4,417","2,845","1,388",732,139,3
대전광역시 유성구 노은3동(3020054800),"35,450","35,450","3,206","4,744","3,187","4,566","6,756","5,958","4,163","2,057",686,126,1
대전광역시 유성구 신성동(3020055000),"25,442","25,442","2,094","2,524","4,104","5,247","3,759","3,598","2,519","1,078",433,85,1
대전광역시 유성구 전민동(3020057000),"25,306","25,306","1,914","2,708","3,468","4,252","3,756","4,056","3,350","1,208",454,140,0
대전광역시 유성구 구즉동(3020058000),"32,581","32,581","2,582","2,946","4,069","6,069","4,925","5,434","3,917","1,696",786,154,3
대전광역시 유성구 관평동(3020060000),"37,779","37,779","3,831","5,169","4,464","6,112","6,865","6,458","3,248","1,161",376,91,4
대전광역시 유성구 원신흥동(3020061000),"32,176","32,176","3,587","3,306","3,118","5,543","5,869","4,534","3,793","1,730",580,111,5
대전광역시 대덕구 (3023000000),"165,010","165,010","7,463","13,294","18,636","19,428","21,089","31,710","29,742","15,648","6,840","1,132",28
대전광역시 대덕구 오정동(3023051000),"13,041","13,041",315,893,"1,932","1,290","1,362","2,196","2,716","1,607",619,106,5
대전광역시 대덕구 대화동(3023052000),"5,213","5,213",126,334,445,549,698,985,"1,032",709,290,44,1
대전광역시 대덕구 회덕동(3023052500),"12,075","12,075",524,760,"1,080","1,436","1,370","2,252","2,467","1,408",661,116,1
대전광역시 대덕구 비래동(3023053300),"14,310","14,310",435,"1,144","1,625","1,288","1,640","3,005","2,802","1,595",657,112,7
대전광역시 대덕구 송촌동(3023054300),"26,797","26,797","1,569","3,095","3,201","2,957","3,814","5,804","3,986","1,510",730,129,2
대전광역시 대덕구 중리동(3023054600),"17,570","17,570",470,"1,117","2,233","2,009","2,142","3,440","3,437","1,832",796,93,1
대전광역시 대덕구 신탄진동(3023055000),"15,886","15,886",919,"1,023","1,702","2,413","1,945","2,905","2,735","1,483",659,99,3
대전광역시 대덕구 석봉동(3023056000),"15,643","15,643","1,338","1,730","1,466","2,340","2,752","2,541","2,108",921,370,77,0
대전광역시 대덕구 덕암동(3023057000),"12,302","12,302",415,777,"1,588","1,555","1,451","2,469","2,139","1,203",591,112,2
대전광역시 대덕구 목상동(3023058000),"5,803","5,803",222,460,762,870,921,"1,097",892,403,153,22,1
대전광역시 대덕구 법1동(3023060000),"12,036","12,036",597,843,"1,142","1,429","1,422","2,191","2,309","1,367",620,113,3
대전광역시 대덕구 법2동(3023061000),"14,334","14,334",533,"1,118","1,460","1,292","1,572","2,825","3,119","1,610",694,109,2
울산광역시  (3100000000),"1,089,835","1,089,835","66,535","109,145","109,349","136,484","168,264","197,698","180,315","87,434","29,979","4,537",95
울산광역시 중구 (3111000000),"203,682","203,682","11,463","18,842","18,777","24,507","29,592","36,358","36,481","19,728","7,031",889,14
울산광역시 중구 학성동(3111051000),"10,606","10,606",415,590,917,"1,384","1,200","1,751","2,111","1,550",626,61,1
울산광역시 중구 반구1동(3111052000),"15,313","15,313",796,"1,302","1,338","1,907","2,303","2,656","2,957","1,519",479,53,3
울산광역시 중구 반구2동(3111053000),"7,969","7,969",210,497,898,927,909,"1,465","1,595","1,041",381,45,1
울산광역시 중구 복산동(3111055500),"21,025","21,025","2,201","1,895","1,665","3,809","3,361","3,089","2,862","1,547",528,68,0
울산광역시 중구 중앙동(3111058500),"9,062","9,062",225,383,792,"1,066",994,"1,609","2,026","1,367",540,60,0
울산광역시 중구 우정동(3111059000),"18,454","18,454",922,"1,527","1,666","2,341","2,502","3,147","3,434","2,017",774,124,0
울산광역시 중구 태화동(3111060000),"30,872","30,872","2,178","3,647","2,578","3,550","5,211","5,314","5,011","2,476",800,103,4
울산광역시 중구 다운동(3111061000),"21,470","21,470",574,"1,443","2,429","2,112","2,172","4,381","4,712","2,525",982,138,2
울산광역시 중구 병영1동(3111062000),"19,940","19,940",946,"1,835","1,926","2,000","2,599","3,790","4,059","2,057",655,73,0
울산광역시 중구 병영2동(3111063000),"18,760","18,760","1,136","2,042","1,524","2,063","3,129","3,183","3,442","1,617",557,66,1
울산광역시 중구 약사동(3111064000),"10,370","10,370",947,"1,293",931,"1,424","1,794","1,786","1,400",580,195,20,0
울산광역시 중구 성안동(3111065000),"19,841","19,841",913,"2,388","2,113","1,924","3,418","4,187","2,872","1,432",514,78,2
울산광역시 남구 (3114000000),"304,648","304,648","17,745","27,910","34,139","42,218","44,579","55,929","49,542","23,895","7,625","1,041",25
